Country,Make,Model,Year,Review Score,Sales Volume
Germany,Volkswagen,Atlas,2017,2.2,8963
USA,Volkswagen,Atlas,2017,1.3,3492
France,Volkswagen,Atlas,2011,4.8,5937
Germany,Volkswagen,Atlas,2011,2.7,3289
USA,Volkswagen,Atlas,2011,2.8,2327
France,Volkswagen,Atlas,2021,3.2,16716
Germany,Volkswagen,Atlas,2021,4.5,5988
USA,Volkswagen,Atlas,2021,2.4,10433
France,Volkswagen,Atlas,2022,4.8,8073
Germany,Volkswagen,Atlas,2022,3.8,2520
USA,Volkswagen,Atlas,2022,2.4,15083
France,Volkswagen,Atlas,2019,1.6,11364
Germany,Volkswagen,Atlas,2019,1.3,14189
USA,Volkswagen,Atlas,2019,3.8,16634
France,Volkswagen,Atlas,2020,4.9,17343
Germany,Volkswagen,Atlas,2020,3.6,17513
USA,Volkswagen,Atlas,2020,2.2,14418
France,Volkswagen,Atlas,2012,1.6,17750
Germany,Volkswagen,Atlas,2012,4.9,5774
USA,Volkswagen,Atlas,2012,1.9,10920
France,Volkswagen,Atlas,2014,2.2,15427
Germany,Volkswagen,Atlas,2014,1.9,11489
USA,Volkswagen,Atlas,2014,3.3,11470
France,Volkswagen,Atlas,2016,4.6,13515
Germany,Volkswagen,Atlas,2016,1.8,3202
USA,Volkswagen,Atlas,2016,4.6,14416
France,Volkswagen,Atlas,2018,3.7,16705
Germany,Volkswagen,Atlas,2018,1.7,12668
USA,Volkswagen,Atlas,2018,4.3,4098
France,Volkswagen,Atlas,2013,1.8,7835
Germany,Volkswagen,Atlas,2013,3.1,13513
USA,Volkswagen,Atlas,2013,1.4,14906
France,Volkswagen,Atlas,2010,2.4,5290
Germany,Volkswagen,Atlas,2010,2.8,2955
USA,Volkswagen,Atlas,2010,2.5,3680
France,Volkswagen,Atlas,2015,2.4,10983
Germany,Volkswagen,Atlas,2015,4.0,15255
USA,Volkswagen,Atlas,2015,2.3,1884
France,Audi,Q5,2017,2.1,11025
Germany,Audi,Q5,2017,2.1,5119
USA,Audi,Q5,2017,4.4,18483
France,Audi,Q5,2011,3.8,14620
Germany,Audi,Q5,2011,1.3,16022
USA,Audi,Q5,2011,4.4,7394
France,Audi,Q5,2021,1.6,4558
Germany,Audi,Q5,2021,1.6,17816
USA,Audi,Q5,2021,4.1,5840
France,Audi,Q5,2022,3.5,14566
Germany,Audi,Q5,2022,4.5,11226
USA,Audi,Q5,2022,2.3,9729
France,Audi,Q5,2019,1.8,17053
Germany,Audi,Q5,2019,4.8,1402
USA,Audi,Q5,2019,1.4,1735
France,Audi,Q5,2020,2.7,3893
Germany,Audi,Q5,2020,2.7,2088
USA,Audi,Q5,2020,4.2,15755
France,Audi,Q5,2012,1.4,7129
Germany,Audi,Q5,2012,1.7,6816
USA,Audi,Q5,2012,2.1,9070
France,Audi,Q5,2014,1.7,14307
Germany,Audi,Q5,2014,4.7,6725
USA,Audi,Q5,2014,4.6,12456
France,Audi,Q5,2016,4.9,13766
Germany,Audi,Q5,2016,3.2,17880
USA,Audi,Q5,2016,1.2,14202
France,Audi,Q5,2018,4.4,15657
Germany,Audi,Q5,2018,3.4,4729
USA,Audi,Q5,2018,3.3,11540
France,Audi,Q5,2013,1.7,5925
Germany,Audi,Q5,2013,2.6,18083
USA,Audi,Q5,2013,4.2,5497
France,Audi,Q5,2010,3.2,9208
Germany,Audi,Q5,2010,1.7,2204
USA,Audi,Q5,2010,3.2,7310
France,Audi,Q5,2015,1.5,3306
Germany,Audi,Q5,2015,4.8,4081
USA,Audi,Q5,2015,1.4,6724
France,Honda,Fit,2017,4.8,5180
Germany,Honda,Fit,2017,3.9,882
USA,Honda,Fit,2017,1.6,5541
France,Honda,Fit,2011,1.6,578
Germany,Honda,Fit,2011,1.8,14882
USA,Honda,Fit,2011,3.6,2979
France,Honda,Fit,2021,3.1,16589
Germany,Honda,Fit,2021,1.5,13182
USA,Honda,Fit,2021,1.9,8360
France,Honda,Fit,2022,1.6,8494
Germany,Honda,Fit,2022,2.6,5327
USA,Honda,Fit,2022,3.6,5451
France,Honda,Fit,2019,3.5,9776
Germany,Honda,Fit,2019,1.9,10928
USA,Honda,Fit,2019,4.1,17784
France,Honda,Fit,2020,2.1,8869
Germany,Honda,Fit,2020,3.7,6388
USA,Honda,Fit,2020,3.8,17918
France,Honda,Fit,2012,1.4,17914
Germany,Honda,Fit,2012,3.5,8618
USA,Honda,Fit,2012,3.4,6167
France,Honda,Fit,2014,2.0,693
Germany,Honda,Fit,2014,2.5,11679
USA,Honda,Fit,2014,3.8,10615
France,Honda,Fit,2016,1.3,15216
Germany,Honda,Fit,2016,4.2,7742
USA,Honda,Fit,2016,4.1,3296
France,Honda,Fit,2018,4.8,18282
Germany,Honda,Fit,2018,3.5,3030
USA,Honda,Fit,2018,2.5,4664
France,Honda,Fit,2013,4.2,6951
Germany,Honda,Fit,2013,1.9,18168
USA,Honda,Fit,2013,1.2,9288
France,Honda,Fit,2010,1.4,6630
Germany,Honda,Fit,2010,4.1,16479
USA,Honda,Fit,2010,3.7,11719
France,Honda,Fit,2015,1.7,6600
Germany,Honda,Fit,2015,2.0,16509
USA,Honda,Fit,2015,2.8,15597
France,Peugeot,5008,2017,2.5,2421
Germany,Peugeot,5008,2017,2.7,8347
USA,Peugeot,5008,2017,4.0,12188
France,Peugeot,5008,2011,3.2,4527
Germany,Peugeot,5008,2011,3.2,18497
USA,Peugeot,5008,2011,4.5,1877
France,Peugeot,5008,2021,3.8,7886
Germany,Peugeot,5008,2021,3.3,15969
USA,Peugeot,5008,2021,1.7,6005
France,Peugeot,5008,2022,2.7,7503
Germany,Peugeot,5008,2022,2.4,7651
USA,Peugeot,5008,2022,4.8,6953
France,Peugeot,5008,2019,1.9,5078
Germany,Peugeot,5008,2019,3.1,9601
USA,Peugeot,5008,2019,3.1,6797
France,Peugeot,5008,2020,3.9,3516
Germany,Peugeot,5008,2020,3.8,13825
USA,Peugeot,5008,2020,2.6,18133
France,Peugeot,5008,2012,3.8,3016
Germany,Peugeot,5008,2012,1.3,1694
USA,Peugeot,5008,2012,1.6,10041
France,Peugeot,5008,2014,2.0,5996
Germany,Peugeot,5008,2014,1.8,3777
USA,Peugeot,5008,2014,3.0,11471
France,Peugeot,5008,2016,4.8,3252
Germany,Peugeot,5008,2016,4.2,12869
USA,Peugeot,5008,2016,3.7,6079
France,Peugeot,5008,2018,2.7,16788
Germany,Peugeot,5008,2018,4.3,14798
USA,Peugeot,5008,2018,2.0,3431
France,Peugeot,5008,2013,3.6,1701
Germany,Peugeot,5008,2013,3.9,1859
USA,Peugeot,5008,2013,2.5,1041
France,Peugeot,5008,2010,4.4,2529
Germany,Peugeot,5008,2010,1.4,17282
USA,Peugeot,5008,2010,2.2,10275
France,Peugeot,5008,2015,4.2,11975
Germany,Peugeot,5008,2015,1.7,13740
USA,Peugeot,5008,2015,3.8,16584
France,Subaru,Legacy,2017,3.3,9740
Germany,Subaru,Legacy,2017,1.7,16906
USA,Subaru,Legacy,2017,2.3,17879
France,Subaru,Legacy,2011,2.9,11199
Germany,Subaru,Legacy,2011,3.4,15586
USA,Subaru,Legacy,2011,2.3,1307
France,Subaru,Legacy,2021,4.1,2594
Germany,Subaru,Legacy,2021,4.3,2723
USA,Subaru,Legacy,2021,1.5,16425
France,Subaru,Legacy,2022,3.1,16465
Germany,Subaru,Legacy,2022,2.6,10914
USA,Subaru,Legacy,2022,1.1,826
France,Subaru,Legacy,2019,2.1,10459
Germany,Subaru,Legacy,2019,2.0,14654
USA,Subaru,Legacy,2019,4.1,16375
France,Subaru,Legacy,2020,1.7,3897
Germany,Subaru,Legacy,2020,1.8,18205
USA,Subaru,Legacy,2020,4.3,12655
France,Subaru,Legacy,2012,3.7,2187
Germany,Subaru,Legacy,2012,1.6,3422
USA,Subaru,Legacy,2012,4.3,8153
France,Subaru,Legacy,2014,2.6,8612
Germany,Subaru,Legacy,2014,2.7,1309
USA,Subaru,Legacy,2014,1.6,16777
France,Subaru,Legacy,2016,3.1,8113
Germany,Subaru,Legacy,2016,1.5,8699
USA,Subaru,Legacy,2016,4.5,10123
France,Subaru,Legacy,2018,2.5,11706
Germany,Subaru,Legacy,2018,3.2,2423
USA,Subaru,Legacy,2018,4.5,3078
France,Subaru,Legacy,2013,1.1,2395
Germany,Subaru,Legacy,2013,4.2,11226
USA,Subaru,Legacy,2013,3.7,13800
France,Subaru,Legacy,2010,3.1,2198
Germany,Subaru,Legacy,2010,2.5,16337
USA,Subaru,Legacy,2010,1.6,2803
France,Subaru,Legacy,2015,1.3,7027
Germany,Subaru,Legacy,2015,3.7,11944
USA,Subaru,Legacy,2015,4.3,1164
France,Ford,Fusion,2017,3.3,5353
Germany,Ford,Fusion,2017,2.1,18489
USA,Ford,Fusion,2017,1.4,5758
France,Ford,Fusion,2011,3.6,12646
Germany,Ford,Fusion,2011,1.7,3390
USA,Ford,Fusion,2011,3.4,1497
France,Ford,Fusion,2021,4.8,1483
Germany,Ford,Fusion,2021,1.9,7238
USA,Ford,Fusion,2021,3.8,6191
France,Ford,Fusion,2022,2.0,13366
Germany,Ford,Fusion,2022,4.5,9377
USA,Ford,Fusion,2022,3.8,14959
France,Ford,Fusion,2019,4.1,8132
Germany,Ford,Fusion,2019,4.5,10846
USA,Ford,Fusion,2019,4.8,817
France,Ford,Fusion,2020,1.9,3741
Germany,Ford,Fusion,2020,3.4,8879
USA,Ford,Fusion,2020,4.2,6064
France,Ford,Fusion,2012,2.5,12168
Germany,Ford,Fusion,2012,4.4,4956
USA,Ford,Fusion,2012,2.1,17126
France,Ford,Fusion,2014,2.5,9515
Germany,Ford,Fusion,2014,3.2,7645
USA,Ford,Fusion,2014,2.4,14110
France,Ford,Fusion,2016,3.4,12539
Germany,Ford,Fusion,2016,1.5,16509
USA,Ford,Fusion,2016,3.3,17354
France,Ford,Fusion,2018,4.8,14904
Germany,Ford,Fusion,2018,3.8,864
USA,Ford,Fusion,2018,2.5,4035
France,Ford,Fusion,2013,4.6,14457
Germany,Ford,Fusion,2013,1.9,4112
USA,Ford,Fusion,2013,1.4,13050
France,Ford,Fusion,2010,2.4,10286
Germany,Ford,Fusion,2010,1.5,1904
USA,Ford,Fusion,2010,3.3,13939
France,Ford,Fusion,2015,2.8,8823
Germany,Ford,Fusion,2015,3.8,8119
USA,Ford,Fusion,2015,4.2,12544
France,Mazda,CX-9,2017,1.1,12685
Germany,Mazda,CX-9,2017,4.0,8252
USA,Mazda,CX-9,2017,1.3,9940
France,Mazda,CX-9,2011,2.9,5517
Germany,Mazda,CX-9,2011,4.3,10318
USA,Mazda,CX-9,2011,3.0,12900
France,Mazda,CX-9,2021,2.9,3350
Germany,Mazda,CX-9,2021,1.6,10311
USA,Mazda,CX-9,2021,1.2,12722
France,Mazda,CX-9,2022,4.6,16283
Germany,Mazda,CX-9,2022,3.2,9517
USA,Mazda,CX-9,2022,2.9,17498
France,Mazda,CX-9,2019,2.6,6645
Germany,Mazda,CX-9,2019,2.1,16949
USA,Mazda,CX-9,2019,4.9,15396
France,Mazda,CX-9,2020,3.6,959
Germany,Mazda,CX-9,2020,4.3,9483
USA,Mazda,CX-9,2020,4.5,5879
France,Mazda,CX-9,2012,3.8,1421
Germany,Mazda,CX-9,2012,4.8,6140
USA,Mazda,CX-9,2012,2.8,1678
France,Mazda,CX-9,2014,3.7,15813
Germany,Mazda,CX-9,2014,2.9,8627
USA,Mazda,CX-9,2014,2.1,2924
France,Mazda,CX-9,2016,4.0,3453
Germany,Mazda,CX-9,2016,4.8,3688
USA,Mazda,CX-9,2016,2.9,15258
France,Mazda,CX-9,2018,3.3,13791
Germany,Mazda,CX-9,2018,1.6,12089
USA,Mazda,CX-9,2018,2.6,10016
France,Mazda,CX-9,2013,2.1,9615
Germany,Mazda,CX-9,2013,4.3,2348
USA,Mazda,CX-9,2013,4.0,7110
France,Mazda,CX-9,2010,2.1,7881
Germany,Mazda,CX-9,2010,3.2,6102
USA,Mazda,CX-9,2010,4.2,2389
France,Mazda,CX-9,2015,3.8,998
Germany,Mazda,CX-9,2015,4.1,15689
USA,Mazda,CX-9,2015,4.6,12803
France,Honda,Civic,2017,4.2,12600
Germany,Honda,Civic,2017,3.5,8434
USA,Honda,Civic,2017,4.4,2287
France,Honda,Civic,2011,3.9,11457
Germany,Honda,Civic,2011,4.0,7549
USA,Honda,Civic,2011,4.8,1184
France,Honda,Civic,2021,1.9,888
Germany,Honda,Civic,2021,2.7,8822
USA,Honda,Civic,2021,3.2,13557
France,Honda,Civic,2022,4.4,4402
Germany,Honda,Civic,2022,2.3,17280
USA,Honda,Civic,2022,3.9,11535
France,Honda,Civic,2019,3.9,4760
Germany,Honda,Civic,2019,1.7,9241
USA,Honda,Civic,2019,3.0,15094
France,Honda,Civic,2020,3.2,4737
Germany,Honda,Civic,2020,2.2,8592
USA,Honda,Civic,2020,3.3,17587
France,Honda,Civic,2012,2.9,11875
Germany,Honda,Civic,2012,2.9,3765
USA,Honda,Civic,2012,1.8,11822
France,Honda,Civic,2014,4.3,2478
Germany,Honda,Civic,2014,3.6,2902
USA,Honda,Civic,2014,1.7,11300
France,Honda,Civic,2016,4.5,10155
Germany,Honda,Civic,2016,2.1,6000
USA,Honda,Civic,2016,2.9,17199
France,Honda,Civic,2018,2.3,15662
Germany,Honda,Civic,2018,4.4,12221
USA,Honda,Civic,2018,2.4,15211
France,Honda,Civic,2013,3.0,5124
Germany,Honda,Civic,2013,2.5,16456
USA,Honda,Civic,2013,2.1,6532
France,Honda,Civic,2010,3.4,1552
Germany,Honda,Civic,2010,1.2,14732
USA,Honda,Civic,2010,2.1,14420
France,Honda,Civic,2015,1.4,4459
Germany,Honda,Civic,2015,2.8,18275
USA,Honda,Civic,2015,3.9,14855
France,Tesla,Model 3,2017,3.6,6221
Germany,Tesla,Model 3,2017,4.2,6540
USA,Tesla,Model 3,2017,1.8,9179
France,Tesla,Model 3,2011,1.4,7463
Germany,Tesla,Model 3,2011,3.8,6194
USA,Tesla,Model 3,2011,2.2,12529
France,Tesla,Model 3,2021,3.9,7561
Germany,Tesla,Model 3,2021,3.1,1638
USA,Tesla,Model 3,2021,2.4,14377
France,Tesla,Model 3,2022,2.6,5561
Germany,Tesla,Model 3,2022,1.5,16274
USA,Tesla,Model 3,2022,3.9,11207
France,Tesla,Model 3,2019,1.9,509
Germany,Tesla,Model 3,2019,3.1,11713
USA,Tesla,Model 3,2019,2.9,4215
France,Tesla,Model 3,2020,3.9,16769
Germany,Tesla,Model 3,2020,3.0,8173
USA,Tesla,Model 3,2020,3.7,18357
France,Tesla,Model 3,2012,4.3,13419
Germany,Tesla,Model 3,2012,4.0,4406
USA,Tesla,Model 3,2012,2.2,17080
France,Tesla,Model 3,2014,4.6,7708
Germany,Tesla,Model 3,2014,2.8,4765
USA,Tesla,Model 3,2014,3.6,9882
France,Tesla,Model 3,2016,3.7,7446
Germany,Tesla,Model 3,2016,3.2,5738
USA,Tesla,Model 3,2016,2.6,1322
France,Tesla,Model 3,2018,2.3,15440
Germany,Tesla,Model 3,2018,2.9,1367
USA,Tesla,Model 3,2018,3.7,9933
France,Tesla,Model 3,2013,3.9,17264
Germany,Tesla,Model 3,2013,3.8,3225
USA,Tesla,Model 3,2013,1.7,9927
France,Tesla,Model 3,2010,1.2,13155
Germany,Tesla,Model 3,2010,3.0,12376
USA,Tesla,Model 3,2010,4.4,17074
France,Tesla,Model 3,2015,1.3,7224
Germany,Tesla,Model 3,2015,3.4,2518
USA,Tesla,Model 3,2015,3.4,6898
France,Renault,Clio,2017,4.3,12567
Germany,Renault,Clio,2017,3.7,5758
USA,Renault,Clio,2017,3.7,5007
France,Renault,Clio,2011,4.7,13527
Germany,Renault,Clio,2011,3.5,14992
USA,Renault,Clio,2011,1.8,9421
France,Renault,Clio,2021,3.4,15078
Germany,Renault,Clio,2021,1.9,7759
USA,Renault,Clio,2021,2.3,8805
France,Renault,Clio,2022,2.9,13743
Germany,Renault,Clio,2022,1.5,1698
USA,Renault,Clio,2022,2.2,11654
France,Renault,Clio,2019,4.4,3091
Germany,Renault,Clio,2019,2.1,15992
USA,Renault,Clio,2019,4.2,5264
France,Renault,Clio,2020,2.9,9707
Germany,Renault,Clio,2020,1.7,15072
USA,Renault,Clio,2020,3.8,14796
France,Renault,Clio,2012,2.2,3372
Germany,Renault,Clio,2012,3.7,17109
USA,Renault,Clio,2012,1.4,14192
France,Renault,Clio,2014,1.5,9679
Germany,Renault,Clio,2014,4.1,18142
USA,Renault,Clio,2014,4.0,15498
France,Renault,Clio,2016,3.6,14241
Germany,Renault,Clio,2016,1.6,2599
USA,Renault,Clio,2016,3.0,5759
France,Renault,Clio,2018,2.5,16335
Germany,Renault,Clio,2018,4.3,8915
USA,Renault,Clio,2018,3.6,1131
France,Renault,Clio,2013,2.5,5483
Germany,Renault,Clio,2013,1.9,2887
USA,Renault,Clio,2013,4.2,2465
France,Renault,Clio,2010,1.4,7486
Germany,Renault,Clio,2010,4.6,2438
USA,Renault,Clio,2010,4.7,5995
France,Renault,Clio,2015,2.7,10105
Germany,Renault,Clio,2015,3.4,18295
USA,Renault,Clio,2015,1.7,7845
France,Nissan,Murano,2017,3.8,4854
Germany,Nissan,Murano,2017,1.8,11973
USA,Nissan,Murano,2017,3.7,8877
France,Nissan,Murano,2011,4.3,4397
Germany,Nissan,Murano,2011,4.8,15424
USA,Nissan,Murano,2011,3.1,10528
France,Nissan,Murano,2021,1.4,11338
Germany,Nissan,Murano,2021,3.1,1728
USA,Nissan,Murano,2021,4.3,5479
France,Nissan,Murano,2022,2.0,1565
Germany,Nissan,Murano,2022,1.5,13906
USA,Nissan,Murano,2022,3.2,16375
France,Nissan,Murano,2019,3.1,13705
Germany,Nissan,Murano,2019,2.7,11732
USA,Nissan,Murano,2019,2.6,14786
France,Nissan,Murano,2020,2.8,11222
Germany,Nissan,Murano,2020,3.9,10785
USA,Nissan,Murano,2020,4.0,9103
France,Nissan,Murano,2012,3.3,16647
Germany,Nissan,Murano,2012,4.3,10853
USA,Nissan,Murano,2012,1.2,780
France,Nissan,Murano,2014,4.4,1590
Germany,Nissan,Murano,2014,3.2,14695
USA,Nissan,Murano,2014,2.9,2205
France,Nissan,Murano,2016,1.4,14807
Germany,Nissan,Murano,2016,2.4,15677
USA,Nissan,Murano,2016,4.3,7486
France,Nissan,Murano,2018,4.7,4758
Germany,Nissan,Murano,2018,1.2,17990
USA,Nissan,Murano,2018,4.5,11896
France,Nissan,Murano,2013,3.5,7557
Germany,Nissan,Murano,2013,3.7,17883
USA,Nissan,Murano,2013,2.5,11141
France,Nissan,Murano,2010,2.8,11303
Germany,Nissan,Murano,2010,3.1,17058
USA,Nissan,Murano,2010,3.7,4883
France,Nissan,Murano,2015,2.8,13775
Germany,Nissan,Murano,2015,2.7,11174
USA,Nissan,Murano,2015,3.0,1631
France,Kia,Optima,2017,3.1,5356
Germany,Kia,Optima,2017,2.5,16559
USA,Kia,Optima,2017,1.9,6255
France,Kia,Optima,2011,3.0,14608
Germany,Kia,Optima,2011,4.6,14664
USA,Kia,Optima,2011,1.8,7058
France,Kia,Optima,2021,3.5,3624
Germany,Kia,Optima,2021,4.5,13131
USA,Kia,Optima,2021,4.6,7786
France,Kia,Optima,2022,2.0,4876
Germany,Kia,Optima,2022,3.7,8569
USA,Kia,Optima,2022,4.2,14279
France,Kia,Optima,2019,4.2,12559
Germany,Kia,Optima,2019,2.3,905
USA,Kia,Optima,2019,3.5,3702
France,Kia,Optima,2020,3.6,12323
Germany,Kia,Optima,2020,3.6,8802
USA,Kia,Optima,2020,2.2,2591
France,Kia,Optima,2012,3.1,2309
Germany,Kia,Optima,2012,1.4,16184
USA,Kia,Optima,2012,2.0,8604
France,Kia,Optima,2014,2.3,1354
Germany,Kia,Optima,2014,3.6,7242
USA,Kia,Optima,2014,1.5,8463
France,Kia,Optima,2016,3.4,15868
Germany,Kia,Optima,2016,4.5,4432
USA,Kia,Optima,2016,2.2,9816
France,Kia,Optima,2018,4.2,13649
Germany,Kia,Optima,2018,3.6,9861
USA,Kia,Optima,2018,3.4,16223
France,Kia,Optima,2013,2.5,5041
Germany,Kia,Optima,2013,2.9,10577
USA,Kia,Optima,2013,2.4,2025
France,Kia,Optima,2010,2.0,7227
Germany,Kia,Optima,2010,3.3,9337
USA,Kia,Optima,2010,2.4,10641
France,Kia,Optima,2015,3.1,15824
Germany,Kia,Optima,2015,2.8,15662
USA,Kia,Optima,2015,1.3,17891
France,Kia,Sportage,2017,4.3,16965
Germany,Kia,Sportage,2017,2.0,8824
USA,Kia,Sportage,2017,4.7,3459
France,Kia,Sportage,2011,2.8,4449
Germany,Kia,Sportage,2011,4.3,14375
USA,Kia,Sportage,2011,2.5,12740
France,Kia,Sportage,2021,2.1,7710
Germany,Kia,Sportage,2021,1.2,3361
USA,Kia,Sportage,2021,3.4,17680
France,Kia,Sportage,2022,3.8,17912
Germany,Kia,Sportage,2022,3.4,14501
USA,Kia,Sportage,2022,1.4,8485
France,Kia,Sportage,2019,2.8,16720
Germany,Kia,Sportage,2019,3.3,13957
USA,Kia,Sportage,2019,1.3,7076
France,Kia,Sportage,2020,1.4,8062
Germany,Kia,Sportage,2020,2.9,11500
USA,Kia,Sportage,2020,4.0,1908
France,Kia,Sportage,2012,3.4,16208
Germany,Kia,Sportage,2012,3.9,4613
USA,Kia,Sportage,2012,3.3,7722
France,Kia,Sportage,2014,3.6,16163
Germany,Kia,Sportage,2014,1.7,4000
USA,Kia,Sportage,2014,4.2,3547
France,Kia,Sportage,2016,3.6,15251
Germany,Kia,Sportage,2016,2.0,15968
USA,Kia,Sportage,2016,2.2,5360
France,Kia,Sportage,2018,2.7,7461
Germany,Kia,Sportage,2018,2.2,1908
USA,Kia,Sportage,2018,4.7,5204
France,Kia,Sportage,2013,2.8,1100
Germany,Kia,Sportage,2013,1.3,16244
USA,Kia,Sportage,2013,2.4,9676
France,Kia,Sportage,2010,1.5,16889
Germany,Kia,Sportage,2010,3.8,1390
USA,Kia,Sportage,2010,2.8,16726
France,Kia,Sportage,2015,3.2,2969
Germany,Kia,Sportage,2015,2.0,810
USA,Kia,Sportage,2015,4.3,4657
France,Honda,Pilot,2017,3.3,5110
Germany,Honda,Pilot,2017,1.7,2238
USA,Honda,Pilot,2017,4.8,14323
France,Honda,Pilot,2011,2.4,7724
Germany,Honda,Pilot,2011,1.3,7273
USA,Honda,Pilot,2011,3.8,11548
France,Honda,Pilot,2021,3.7,9770
Germany,Honda,Pilot,2021,4.8,11777
USA,Honda,Pilot,2021,2.5,12241
France,Honda,Pilot,2022,2.6,10969
Germany,Honda,Pilot,2022,2.9,13806
USA,Honda,Pilot,2022,3.2,7771
France,Honda,Pilot,2019,4.4,3297
Germany,Honda,Pilot,2019,3.1,9259
USA,Honda,Pilot,2019,3.1,10624
France,Honda,Pilot,2020,4.4,17634
Germany,Honda,Pilot,2020,3.7,9982
USA,Honda,Pilot,2020,3.0,936
France,Honda,Pilot,2012,1.5,6679
Germany,Honda,Pilot,2012,2.6,7748
USA,Honda,Pilot,2012,3.4,1203
France,Honda,Pilot,2014,1.9,18128
Germany,Honda,Pilot,2014,3.9,16478
USA,Honda,Pilot,2014,1.2,14582
France,Honda,Pilot,2016,1.1,9114
Germany,Honda,Pilot,2016,1.9,15421
USA,Honda,Pilot,2016,4.6,6255
France,Honda,Pilot,2018,2.8,2002
Germany,Honda,Pilot,2018,3.2,11286
USA,Honda,Pilot,2018,1.2,2647
France,Honda,Pilot,2013,3.8,13215
Germany,Honda,Pilot,2013,3.0,10114
USA,Honda,Pilot,2013,4.8,1340
France,Honda,Pilot,2010,4.2,4634
Germany,Honda,Pilot,2010,4.0,1883
USA,Honda,Pilot,2010,4.5,17685
France,Honda,Pilot,2015,4.1,3289
Germany,Honda,Pilot,2015,4.6,4208
USA,Honda,Pilot,2015,2.6,17409
France,Volkswagen,Tiguan,2017,3.9,773
Germany,Volkswagen,Tiguan,2017,2.0,18275
USA,Volkswagen,Tiguan,2017,2.9,4010
France,Volkswagen,Tiguan,2011,3.8,12424
Germany,Volkswagen,Tiguan,2011,4.7,691
USA,Volkswagen,Tiguan,2011,2.8,17138
France,Volkswagen,Tiguan,2021,3.5,16865
Germany,Volkswagen,Tiguan,2021,3.8,16761
USA,Volkswagen,Tiguan,2021,4.5,2322
France,Volkswagen,Tiguan,2022,4.8,11829
Germany,Volkswagen,Tiguan,2022,1.9,10588
USA,Volkswagen,Tiguan,2022,1.8,3680
France,Volkswagen,Tiguan,2019,1.5,13530
Germany,Volkswagen,Tiguan,2019,2.2,8113
USA,Volkswagen,Tiguan,2019,2.5,797
France,Volkswagen,Tiguan,2020,4.3,8637
Germany,Volkswagen,Tiguan,2020,3.5,10734
USA,Volkswagen,Tiguan,2020,1.8,8737
France,Volkswagen,Tiguan,2012,4.5,8594
Germany,Volkswagen,Tiguan,2012,3.7,4757
USA,Volkswagen,Tiguan,2012,3.0,14430
France,Volkswagen,Tiguan,2014,2.7,4964
Germany,Volkswagen,Tiguan,2014,3.3,12124
USA,Volkswagen,Tiguan,2014,4.3,1599
France,Volkswagen,Tiguan,2016,1.9,9650
Germany,Volkswagen,Tiguan,2016,4.9,16273
USA,Volkswagen,Tiguan,2016,2.8,11175
France,Volkswagen,Tiguan,2018,2.0,6655
Germany,Volkswagen,Tiguan,2018,2.5,13086
USA,Volkswagen,Tiguan,2018,3.2,4914
France,Volkswagen,Tiguan,2013,2.6,11869
Germany,Volkswagen,Tiguan,2013,1.2,3795
USA,Volkswagen,Tiguan,2013,3.5,4342
France,Volkswagen,Tiguan,2010,3.3,5750
Germany,Volkswagen,Tiguan,2010,1.8,6960
USA,Volkswagen,Tiguan,2010,2.5,15719
France,Volkswagen,Tiguan,2015,2.1,13277
Germany,Volkswagen,Tiguan,2015,3.6,4497
USA,Volkswagen,Tiguan,2015,2.3,17833
France,Audi,A4,2017,4.6,17710
Germany,Audi,A4,2017,4.1,4901
USA,Audi,A4,2017,4.0,14674
France,Audi,A4,2011,1.6,17332
Germany,Audi,A4,2011,3.3,12705
USA,Audi,A4,2011,4.4,2720
France,Audi,A4,2021,1.8,2912
Germany,Audi,A4,2021,1.7,9470
USA,Audi,A4,2021,1.4,16617
France,Audi,A4,2022,1.3,6320
Germany,Audi,A4,2022,2.4,838
USA,Audi,A4,2022,1.9,4580
France,Audi,A4,2019,1.2,1932
Germany,Audi,A4,2019,3.3,1117
USA,Audi,A4,2019,2.8,14719
France,Audi,A4,2020,3.6,12849
Germany,Audi,A4,2020,3.6,15023
USA,Audi,A4,2020,4.7,17318
France,Audi,A4,2012,1.8,12360
Germany,Audi,A4,2012,3.7,10742
USA,Audi,A4,2012,1.4,4805
France,Audi,A4,2014,3.4,2769
Germany,Audi,A4,2014,4.5,5005
USA,Audi,A4,2014,3.2,6900
France,Audi,A4,2016,3.7,9525
Germany,Audi,A4,2016,2.1,10661
USA,Audi,A4,2016,2.1,12453
France,Audi,A4,2018,4.8,1562
Germany,Audi,A4,2018,4.5,14010
USA,Audi,A4,2018,2.6,14644
France,Audi,A4,2013,4.6,8292
Germany,Audi,A4,2013,4.3,2901
USA,Audi,A4,2013,4.0,7599
France,Audi,A4,2010,2.4,10660
Germany,Audi,A4,2010,1.9,10447
USA,Audi,A4,2010,3.9,4443
France,Audi,A4,2015,3.0,4983
Germany,Audi,A4,2015,2.1,9612
USA,Audi,A4,2015,2.3,11831
France,Nissan,Altima,2017,2.1,14640
Germany,Nissan,Altima,2017,2.6,16674
USA,Nissan,Altima,2017,3.2,10896
France,Nissan,Altima,2011,1.8,14770
Germany,Nissan,Altima,2011,1.4,10047
USA,Nissan,Altima,2011,1.2,9044
France,Nissan,Altima,2021,4.1,5023
